Id,Label,SUID,shared name,name,selected,KEGG_NODE_X,KEGG_NODE_Y,KEGG_NODE_WIDTH,KEGG_NODE_HEIGHT,KEGG_NODE_LABEL,KEGG_NODE_LABEL_LIST_FIRST,KEGG_NODE_LABEL_LIST,KEGG_ID,KEGG_NODE_LABEL_COLOR,KEGG_NODE_FILL_COLOR,KEGG_NODE_REACTIONID,KEGG_NODE_TYPE,KEGG_NODE_SHAPE,KEGG_LINK,KEGG_DEFINITION
1298,IMD1,1298,path:ath00966:29,path:ath00966:29,false,232,389,1,1,IMD1,IMD1,[IMD1],[ath:AT5G14200],"#66CC66","#FFFFFF",rn:R08625,gene,circle,https://www.kegg.jp/dbget-bin/www_bget?ath:AT5G14200," isopropylmalate dehydrogenase 1 [KO:K21360] [EC:1.1.1.85 1.1.1.-]"
1295,IPMI2,1295,path:ath00966:28,path:ath00966:28,false,232,350,1,1,IPMI2...,IPMI2,[IPMI2...],"[ath:AT2G43100, ath:AT3G58990, ath:AT4G13430]","#66CC66","#FFFFFF",rn:R08624,gene,circle,https://www.kegg.jp/dbget-bin/www_bget?ath:AT2G43100+ath:AT3G58990+ath:AT4G13430," isopropylmalate isomerase 2 [KO:K21359] [EC:4.2.1.33 4.2.1.170]"
1292,MAM1,1292,path:ath00966:27,path:ath00966:27,false,232,311,1,1,MAM1...,MAM1,[MAM1...],"[ath:AT5G23010, ath:AT5G23020]","#66CC66","#FFFFFF",rn:R08623,gene,circle,https://www.kegg.jp/dbget-bin/www_bget?ath:AT5G23010+ath:AT5G23020," methylthioalkylmalate synthase 1 [KO:K15741] [EC:2.3.3.17]"
1289,IMD1,1289,path:ath00966:26,path:ath00966:26,false,232,272,1,1,IMD1,IMD1,[IMD1],[ath:AT5G14200],"#66CC66","#FFFFFF",rn:R08621,gene,circle,https://www.kegg.jp/dbget-bin/www_bget?ath:AT5G14200," isopropylmalate dehydrogenase 1 [KO:K21360] [EC:1.1.1.85 1.1.1.-]"
1286,IPMI2,1286,path:ath00966:25,path:ath00966:25,false,232,234,1,1,IPMI2...,IPMI2,[IPMI2...],"[ath:AT2G43100, ath:AT3G58990, ath:AT4G13430]","#66CC66","#FFFFFF",rn:R08620,gene,circle,https://www.kegg.jp/dbget-bin/www_bget?ath:AT2G43100+ath:AT3G58990+ath:AT4G13430," isopropylmalate isomerase 2 [KO:K21359] [EC:4.2.1.33 4.2.1.170]"
1283,Hexahomomethionine,1283,path:ath00966:24,path:ath00966:24,false,292,877,8,8,C17233,Hexahomomethionine,[C17233],[cpd:C17233],"#000000","#FFFFFF",,compound,circle,https://www.kegg.jp/dbget-bin/www_bget?C17233,
1280,Pentahomomethionine,1280,path:ath00966:23,path:ath00966:23,false,292,760,8,8,C17229,Pentahomomethionine,[C17229],[cpd:C17229],"#000000","#FFFFFF",,compound,circle,https://www.kegg.jp/dbget-bin/www_bget?C17229,
1277,Tetrahomomethionine,1277,path:ath00966:22,path:ath00966:22,false,292,643,8,8,C17225,Tetrahomomethionine,[C17225],[cpd:C17225],"#000000","#FFFFFF",,compound,circle,https://www.kegg.jp/dbget-bin/www_bget?C17225,
1274,Trihomomethionine,1274,path:ath00966:21,path:ath00966:21,false,292,526,8,8,C17221,Trihomomethionine,[C17221],[cpd:C17221],"#000000","#FFFFFF",,compound,circle,https://www.kegg.jp/dbget-bin/www_bget?C17221,
1271,10-Methylthio-2-decanoic acid,1271,path:ath00966:20,path:ath00966:20,false,232,877,8,8,C17232,10-Methylthio-2-decanoic acid,[C17232],[cpd:C17232],"#000000","#FFFFFF",,compound,circle,https://www.kegg.jp/dbget-bin/www_bget?C17232,
1268,Dihomomethionine,1268,path:ath00966:19,path:ath00966:19,false,292,409,8,8,C17217,Dihomomethionine,[C17217],[cpd:C17217],"#000000","#FFFFFF",,compound,circle,https://www.kegg.jp/dbget-bin/www_bget?C17217,
1265,9-Methylthio-2-nonanoic acid,1265,path:ath00966:18,path:ath00966:18,false,232,760,8,8,C17228,9-Methylthio-2-nonanoic acid,[C17228],[cpd:C17228],"#000000","#FFFFFF",,compound,circle,https://www.kegg.jp/dbget-bin/www_bget?C17228,
1262,8-Methylthio-2-octanoic acid,1262,path:ath00966:17,path:ath00966:17,false,232,643,8,8,C17224,8-Methylthio-2-octanoic acid,[C17224],[cpd:C17224],"#000000","#FFFFFF",,compound,circle,https://www.kegg.jp/dbget-bin/www_bget?C17224,
1259,2-Oxo-6-methylthiohexanoic acid,1259,path:ath00966:16,path:ath00966:16,false,232,409,8,8,C17216,2-Oxo-6-methylthiohexanoic acid,[C17216],[cpd:C17216],"#000000","#FFFFFF",,compound,circle,https://www.kegg.jp/dbget-bin/www_bget?C17216,
1256,2-Oxo-7-methylthioheptanoic acid,1256,path:ath00966:15,path:ath00966:15,false,232,526,8,8,C17220,2-Oxo-7-methylthioheptanoic acid,[C17220],[cpd:C17220],"#000000","#FFFFFF",,compound,circle,https://www.kegg.jp/dbget-bin/www_bget?C17220,
1253,Homomethionine,1253,path:ath00966:14,path:ath00966:14,false,292,292,8,8,C17213,Homomethionine,[C17213],[cpd:C17213],"#000000","#FFFFFF",,compound,circle,https://www.kegg.jp/dbget-bin/www_bget?C17213,
1250,2-Oxo-5-methylthiopentanoic acid,1250,path:ath00966:13,path:ath00966:13,false,232,292,8,8,C17211,2-Oxo-5-methylthiopentanoic acid,[C17211],[cpd:C17211],"#000000","#FFFFFF",,compound,circle,https://www.kegg.jp/dbget-bin/www_bget?C17211,
1247,4-Methylthio-2-oxobutanoate,1247,path:ath00966:12,path:ath00966:12,false,232,178,8,8,C01180,4-Methylthio-2-oxobutanoate,[C01180],[cpd:C01180],"#000000","#FFFFFF",,compound,circle,https://www.kegg.jp/dbget-bin/www_bget?C01180,
1244,Methionine,1244,path:ath00966:11,path:ath00966:11,false,292,178,8,8,C00073,Methionine,[C00073],[cpd:C00073],"#000000","#FFFFFF",,compound,circle,https://www.kegg.jp/dbget-bin/www_bget?C00073,
1241,MAM1,1241,path:ath00966:10,path:ath00966:10,false,232,196,1,1,MAM1...,MAM1,[MAM1...],"[ath:AT5G23010, ath:AT5G23020]","#66CC66","#FFFFFF",rn:R08619,gene,circle,https://www.kegg.jp/dbget-bin/www_bget?ath:AT5G23010+ath:AT5G23020," methylthioalkylmalate synthase 1 [KO:K15741] [EC:2.3.3.17]"
1238,BCAT-1,1238,path:ath00966:9,path:ath00966:9,false,262,292,1,1,BCAT-1...,BCAT-1,[BCAT-1...],"[ath:AT1G10060, ath:AT1G10070, ath:AT1G50090, ath:AT1G50110, ath:AT3G49680, ath:AT5G65780]","#66CC66","#FFFFFF",rn:R08622,gene,circle,https://www.kegg.jp/dbget-bin/www_bget?ath:AT1G10060+ath:AT1G10070+ath:AT1G50090+ath:AT1G50110+ath:AT3G49680+ath:AT5G65780," branched-chain amino acid transaminase 1 [KO:K00826] [EC:2.6.1.42]"
1235,SOT17,1235,path:ath00966:8,path:ath00966:8,false,532,292,1,1,SOT17...,SOT17,[SOT17...],"[ath:AT1G18590, ath:AT1G74090, ath:AT1G74100]","#66CC66","#FFFFFF",rn:R08669,gene,circle,https://www.kegg.jp/dbget-bin/www_bget?ath:AT1G18590+ath:AT1G74090+ath:AT1G74100," sulfotransferase 17 [KO:K22321] [EC:2.8.2.38]"
1232,BCAT4,1232,path:ath00966:7,path:ath00966:7,false,262,178,1,1,BCAT4,BCAT4,[BCAT4],[ath:AT3G19710],"#66CC66","#FFFFFF",rn:R08618,gene,circle,https://www.kegg.jp/dbget-bin/www_bget?ath:AT3G19710," branched-chain aminotransferase4 [KO:K21346] [EC:2.6.1.88]"
1229,TITLE:Glucosinolate biosynthesis,1229,path:ath00966:6,path:ath00966:6,false,163,58,245,25,TITLE:Glucosinolate biosynthesis,TITLE:Glucosinolate biosynthesis,[TITLE:Glucosinolate biosynthesis],[path:ath00966],"#000000","#f5f5f5",,map,roundrectangle,https://www.kegg.jp/dbget-bin/www_bget?ath00966,
1226,UGT74B1,1226,path:ath00966:5,path:ath00966:5,false,479,292,1,1,UGT74B1,UGT74B1,[UGT74B1],[ath:AT1G24100],"#66CC66","#FFFFFF",rn:R08668,gene,circle,https://www.kegg.jp/dbget-bin/www_bget?ath:AT1G24100," UDP-glucosyl transferase 74B1 [KO:K11820] [EC:2.4.1.195]"
