Id,Label,SUID,shared name,name,selected,KEGG_NODE_X,KEGG_NODE_Y,KEGG_NODE_WIDTH,KEGG_NODE_HEIGHT,KEGG_NODE_LABEL,KEGG_NODE_LABEL_LIST_FIRST,KEGG_NODE_LABEL_LIST,KEGG_ID,KEGG_NODE_LABEL_COLOR,KEGG_NODE_FILL_COLOR,KEGG_NODE_REACTIONID,KEGG_NODE_TYPE,KEGG_NODE_SHAPE,KEGG_LINK,KEGG_DEFINITION
1616,Valine,1616,path:ath00966:207,path:ath00966:207,false,797,228,152,34,"Valine, leucine and isoleucine biosynthesis",Valine,"[Valine, leucine and isoleucine biosynthesis]",[path:ath00290],"#000000","#89b9cE",,map,roundrectangle,https://www.kegg.jp/dbget-bin/www_bget?ath00290,
1613,(S)-3-Methyl-2-oxopentanoate,1613,path:ath00966:206,path:ath00966:206,false,863,390,8,8,C00671,(S)-3-Methyl-2-oxopentanoate,[C00671],[cpd:C00671],"#000000","#FFFFFF",,compound,circle,https://www.kegg.jp/dbget-bin/www_bget?C00671,
1610,L-Isoleucine,1610,path:ath00966:205,path:ath00966:205,false,923,390,8,8,C00407,L-Isoleucine,[C00407],[cpd:C00407],"#000000","#FFFFFF",,compound,circle,https://www.kegg.jp/dbget-bin/www_bget?C00407,
1607,Glucocochlearin,1607,path:ath00966:204,path:ath00966:204,false,1193,390,8,8,C08407,Glucocochlearin,[C08407],[cpd:C08407],"#000000","#FFFFFF",,compound,circle,https://www.kegg.jp/dbget-bin/www_bget?C08407,
1604,2-Oxoisocaproate,1604,path:ath00966:203,path:ath00966:203,false,863,278,8,8,C00233,2-Oxoisocaproate,[C00233],[cpd:C00233],"#000000","#FFFFFF",,compound,circle,https://www.kegg.jp/dbget-bin/www_bget?C00233,
1601,L-Leucine,1601,path:ath00966:202,path:ath00966:202,false,923,278,8,8,C00123,L-Leucine,[C00123],[cpd:C00123],"#000000","#FFFFFF",,compound,circle,https://www.kegg.jp/dbget-bin/www_bget?C00123,
1598,Isobutyl glucosinolate,1598,path:ath00966:201,path:ath00966:201,false,1193,278,8,8,C17256,Isobutyl glucosinolate,[C17256],[cpd:C17256],"#000000","#FFFFFF",,compound,circle,https://www.kegg.jp/dbget-bin/www_bget?C17256,
1595,2-Ketovaline,1595,path:ath00966:200,path:ath00966:200,false,863,178,8,8,C00141,2-Ketovaline,[C00141],[cpd:C00141],"#000000","#FFFFFF",,compound,circle,https://www.kegg.jp/dbget-bin/www_bget?C00141,
1592,L-Valine,1592,path:ath00966:199,path:ath00966:199,false,923,178,8,8,C00183,L-Valine,[C00183],[cpd:C00183],"#000000","#FFFFFF",,compound,circle,https://www.kegg.jp/dbget-bin/www_bget?C00183,
1589,Glucoputranjivin,1589,path:ath00966:198,path:ath00966:198,false,1193,178,8,8,C08418,Glucoputranjivin,[C08418],[cpd:C08418],"#000000","#FFFFFF",,compound,circle,https://www.kegg.jp/dbget-bin/www_bget?C08418,
1586,BCAT-1,1586,path:ath00966:197,path:ath00966:197,false,893,390,1,1,BCAT-1...,BCAT-1,[BCAT-1...],"[ath:AT1G10060, ath:AT1G10070, ath:AT1G50090, ath:AT1G50110, ath:AT3G49680, ath:AT5G65780]","#66CC66","#FFFFFF",rn:R02199,gene,circle,https://www.kegg.jp/dbget-bin/www_bget?ath:AT1G10060+ath:AT1G10070+ath:AT1G50090+ath:AT1G50110+ath:AT3G49680+ath:AT5G65780," branched-chain amino acid transaminase 1 [KO:K00826] [EC:2.6.1.42]"
1583,BCAT-1,1583,path:ath00966:196,path:ath00966:196,false,893,278,1,1,BCAT-1...,BCAT-1,[BCAT-1...],"[ath:AT1G10060, ath:AT1G10070, ath:AT1G50090, ath:AT1G50110, ath:AT3G49680, ath:AT5G65780]","#66CC66","#FFFFFF",rn:R01090,gene,circle,https://www.kegg.jp/dbget-bin/www_bget?ath:AT1G10060+ath:AT1G10070+ath:AT1G50090+ath:AT1G50110+ath:AT3G49680+ath:AT5G65780," branched-chain amino acid transaminase 1 [KO:K00826] [EC:2.6.1.42]"
1580,BCAT-1,1580,path:ath00966:195,path:ath00966:195,false,893,178,1,1,BCAT-1...,BCAT-1,[BCAT-1...],"[ath:AT1G10060, ath:AT1G10070, ath:AT1G50090, ath:AT1G50110, ath:AT3G49680, ath:AT5G65780]","#66CC66","#FFFFFF",rn:R01214,gene,circle,https://www.kegg.jp/dbget-bin/www_bget?ath:AT1G10060+ath:AT1G10070+ath:AT1G50090+ath:AT1G50110+ath:AT3G49680+ath:AT5G65780," branched-chain amino acid transaminase 1 [KO:K00826] [EC:2.6.1.42]"
1577,K13401,1577,path:ath00966:190,path:ath00966:190,false,949,178,1,1,K13401,K13401,[K13401],[ko:K13401],"#000000","#FFFFFF",rn:R08663,ortholog,circle,https://www.kegg.jp/dbget-bin/www_bget?K13401,
1574,K14984,1574,path:ath00966:180,path:ath00966:180,false,949,390,1,1,K14984,K14984,[K14984],[ko:K14984],"#000000","#FFFFFF",rn:R09403,ortholog,circle,https://www.kegg.jp/dbget-bin/www_bget?K14984,
1571,p-Hydroxybenzyldesulphoglucosinolate,1571,path:ath00966:179,path:ath00966:179,false,1139,877,8,8,C17240,p-Hydroxybenzyldesulphoglucosinolate,[C17240],[cpd:C17240],"#000000","#FFFFFF",,compound,circle,https://www.kegg.jp/dbget-bin/www_bget?C17240,
1568,p-Hydroxyphenylacetothiohydroximate,1568,path:ath00966:178,path:ath00966:178,false,1085,877,8,8,C17239,p-Hydroxyphenylacetothiohydroximate,[C17239],[cpd:C17239],"#000000","#FFFFFF",,compound,circle,https://www.kegg.jp/dbget-bin/www_bget?C17239,
1565,S-(Hydroxyphenylacetothiohydroximoyl)-L-cysteine,1565,path:ath00966:177,path:ath00966:177,false,1031,877,8,8,C17238,S-(Hydroxyphenylacetothiohydroximoyl)-L-cysteine,[C17238],[cpd:C17238],"#000000","#FFFFFF",,compound,circle,https://www.kegg.jp/dbget-bin/www_bget?C17238,
1562,(E)-4-Hydroxyphenylacetaldehyde-oxime,1562,path:ath00966:176,path:ath00966:176,false,977,877,8,8,C04350,(E)-4-Hydroxyphenylacetaldehyde-oxime,[C04350],[cpd:C04350],"#000000","#FFFFFF",,compound,circle,https://www.kegg.jp/dbget-bin/www_bget?C04350,
1559,3-Indoleacetaldoxime,1559,path:ath00966:175,path:ath00966:175,false,977,760,8,8,C02937,3-Indoleacetaldoxime,[C02937],[cpd:C02937],"#000000","#FFFFFF",,compound,circle,https://www.kegg.jp/dbget-bin/www_bget?C02937,
1556,S-(Indolylmethylthiohydroximoyl)-L-cysteine,1556,path:ath00966:174,path:ath00966:174,false,1031,760,8,8,C16518,S-(Indolylmethylthiohydroximoyl)-L-cysteine,[C16518],[cpd:C16518],"#000000","#FFFFFF",,compound,circle,https://www.kegg.jp/dbget-bin/www_bget?C16518,
1553,Indolylmethylthiohydroximate,1553,path:ath00966:173,path:ath00966:173,false,1085,760,8,8,C16516,Indolylmethylthiohydroximate,[C16516],[cpd:C16516],"#000000","#FFFFFF",,compound,circle,https://www.kegg.jp/dbget-bin/www_bget?C16516,
1550,Indolylmethyl-desulfoglucosinolate,1550,path:ath00966:172,path:ath00966:172,false,1139,760,8,8,C16517,Indolylmethyl-desulfoglucosinolate,[C16517],[cpd:C16517],"#000000","#FFFFFF",,compound,circle,https://www.kegg.jp/dbget-bin/www_bget?C16517,
1547,3-Phenylpropionaldoxim,1547,path:ath00966:168,path:ath00966:168,false,977,643,8,8,C17236,3-Phenylpropionaldoxim,[C17236],[cpd:C17236],"#000000","#FFFFFF",,compound,circle,https://www.kegg.jp/dbget-bin/www_bget?C17236,
1544,(E)-Phenylacetaldoxime,1544,path:ath00966:167,path:ath00966:167,false,977,545,8,8,C19714,(E)-Phenylacetaldoxime,[C19714],[cpd:C19714],"#000000","#FFFFFF",,compound,circle,https://www.kegg.jp/dbget-bin/www_bget?C19714,
1541,S-(Phenylacetothiohydroximoyl)-L-cysteine,1541,path:ath00966:166,path:ath00966:166,false,1031,545,8,8,C17237,S-(Phenylacetothiohydroximoyl)-L-cysteine,[C17237],[cpd:C17237],"#000000","#FFFFFF",,compound,circle,https://www.kegg.jp/dbget-bin/www_bget?C17237,
1538,Phenylacetothiohydroximate,1538,path:ath00966:165,path:ath00966:165,false,1085,545,8,8,C03719,Phenylacetothiohydroximate,[C03719],[cpd:C03719],"#000000","#FFFFFF",,compound,circle,https://www.kegg.jp/dbget-bin/www_bget?C03719,
1535,Desulfoglucotropeolin,1535,path:ath00966:164,path:ath00966:164,false,1139,545,8,8,C01069,Desulfoglucotropeolin,[C01069],[cpd:C01069],"#000000","#FFFFFF",,compound,circle,https://www.kegg.jp/dbget-bin/www_bget?C01069,
1532,(E)-2-Methylbutanal oxime,1532,path:ath00966:160,path:ath00966:160,false,977,390,8,8,C19491,(E)-2-Methylbutanal oxime,[C19491],[cpd:C19491],"#000000","#FFFFFF",,compound,circle,https://www.kegg.jp/dbget-bin/www_bget?C19491,
1529,3-Methylbutyraldehyde oxime,1529,path:ath00966:159,path:ath00966:159,false,977,278,8,8,C17255,3-Methylbutyraldehyde oxime,[C17255],[cpd:C17255],"#000000","#FFFFFF",,compound,circle,https://www.kegg.jp/dbget-bin/www_bget?C17255,
1526,(E)-Isobutanal oxime,1526,path:ath00966:152,path:ath00966:152,false,977,178,8,8,C03219,(E)-Isobutanal oxime,[C03219],[cpd:C03219],"#000000","#FFFFFF",,compound,circle,https://www.kegg.jp/dbget-bin/www_bget?C03219,
1523,6-Methylthiohexanaldoxime,1523,path:ath00966:151,path:ath00966:151,false,346,526,8,8,C17246,6-Methylthiohexanaldoxime,[C17246],[cpd:C17246],"#000000","#FFFFFF",,compound,circle,https://www.kegg.jp/dbget-bin/www_bget?C17246,
1520,7-Methylthioheptanaldoxime,1520,path:ath00966:144,path:ath00966:144,false,346,643,8,8,C17249,7-Methylthioheptanaldoxime,[C17249],[cpd:C17249],"#000000","#FFFFFF",,compound,circle,https://www.kegg.jp/dbget-bin/www_bget?C17249,
1517,8-Methylthiooctanaldoxime,1517,path:ath00966:143,path:ath00966:143,false,346,760,8,8,C17251,8-Methylthiooctanaldoxime,[C17251],[cpd:C17251],"#000000","#FFFFFF",,compound,circle,https://www.kegg.jp/dbget-bin/www_bget?C17251,
1514,,1514,path:ath00966:140,path:ath00966:140,false,508,760,8,8,C21650,,[C21650],[cpd:C21650],"#000000","#FFFFFF",,compound,circle,https://www.kegg.jp/dbget-bin/www_bget?C21650,
1511,,1511,path:ath00966:139,path:ath00966:139,false,508,877,8,8,C21746,,[C21746],[cpd:C21746],"#000000","#FFFFFF",,compound,circle,https://www.kegg.jp/dbget-bin/www_bget?C21746,
1508,9-Methylthiononanaldoxime,1508,path:ath00966:136,path:ath00966:136,false,346,877,8,8,C17253,9-Methylthiononanaldoxime,[C17253],[cpd:C17253],"#000000","#FFFFFF",,compound,circle,https://www.kegg.jp/dbget-bin/www_bget?C17253,
1505,3-(7'-Methylthio)heptylmalate,1505,path:ath00966:135,path:ath00966:135,false,232,838,8,8,C17231,3-(7'-Methylthio)heptylmalate,[C17231],[cpd:C17231],"#000000","#FFFFFF",,compound,circle,https://www.kegg.jp/dbget-bin/www_bget?C17231,
1502,2-(7'-Methylthio)heptylmalate,1502,path:ath00966:134,path:ath00966:134,false,232,799,8,8,C17230,2-(7'-Methylthio)heptylmalate,[C17230],[cpd:C17230],"#000000","#FFFFFF",,compound,circle,https://www.kegg.jp/dbget-bin/www_bget?C17230,
1499,3-(6'-Methylthio)hexylmalate,1499,path:ath00966:133,path:ath00966:133,false,232,721,8,8,C17227,3-(6'-Methylthio)hexylmalate,[C17227],[cpd:C17227],"#000000","#FFFFFF",,compound,circle,https://www.kegg.jp/dbget-bin/www_bget?C17227,
1496,2-(6'-Methylthio)hexylmalate,1496,path:ath00966:132,path:ath00966:132,false,232,682,8,8,C17226,2-(6'-Methylthio)hexylmalate,[C17226],[cpd:C17226],"#000000","#FFFFFF",,compound,circle,https://www.kegg.jp/dbget-bin/www_bget?C17226,
1493,3-(5'-Methylthio)pentylmalate,1493,path:ath00966:131,path:ath00966:131,false,232,604,8,8,C17223,3-(5'-Methylthio)pentylmalate,[C17223],[cpd:C17223],"#000000","#FFFFFF",,compound,circle,https://www.kegg.jp/dbget-bin/www_bget?C17223,
1490,2-(5'-Methylthio)pentylmalate,1490,path:ath00966:130,path:ath00966:130,false,232,565,8,8,C17222,2-(5'-Methylthio)pentylmalate,[C17222],[cpd:C17222],"#000000","#FFFFFF",,compound,circle,https://www.kegg.jp/dbget-bin/www_bget?C17222,
1487,3-(4'-Methylthio)butylmalate,1487,path:ath00966:129,path:ath00966:129,false,232,487,8,8,C17219,3-(4'-Methylthio)butylmalate,[C17219],[cpd:C17219],"#000000","#FFFFFF",,compound,circle,https://www.kegg.jp/dbget-bin/www_bget?C17219,
1484,2-(4'-Methylthio)butylmalate,1484,path:ath00966:128,path:ath00966:128,false,232,448,8,8,C17218,2-(4'-Methylthio)butylmalate,[C17218],[cpd:C17218],"#000000","#FFFFFF",,compound,circle,https://www.kegg.jp/dbget-bin/www_bget?C17218,
1481,3-(3'-Methylthio)propylmalate,1481,path:ath00966:127,path:ath00966:127,false,232,370,8,8,C17215,3-(3'-Methylthio)propylmalate,[C17215],[cpd:C17215],"#000000","#FFFFFF",,compound,circle,https://www.kegg.jp/dbget-bin/www_bget?C17215,
1478,2-(3'-Methylthio)propylmalate,1478,path:ath00966:126,path:ath00966:126,false,232,331,8,8,C17214,2-(3'-Methylthio)propylmalate,[C17214],[cpd:C17214],"#000000","#FFFFFF",,compound,circle,https://www.kegg.jp/dbget-bin/www_bget?C17214,
1475,4-Methylthiobutyl-desulfoglucosinolate,1475,path:ath00966:125,path:ath00966:125,false,508,409,8,8,C17248,4-Methylthiobutyl-desulfoglucosinolate,[C17248],[cpd:C17248],"#000000","#FFFFFF",,compound,circle,https://www.kegg.jp/dbget-bin/www_bget?C17248,
1472,5-Methylthiopentanaldoxime,1472,path:ath00966:122,path:ath00966:122,false,346,409,8,8,C17245,5-Methylthiopentanaldoxime,[C17245],[cpd:C17245],"#000000","#FFFFFF",,compound,circle,https://www.kegg.jp/dbget-bin/www_bget?C17245,
1469,3-Methylthiopropyl-desulfoglucosinolate,1469,path:ath00966:121,path:ath00966:121,false,507,292,8,8,C17244,3-Methylthiopropyl-desulfoglucosinolate,[C17244],[cpd:C17244],"#000000","#FFFFFF",,compound,circle,https://www.kegg.jp/dbget-bin/www_bget?C17244,
1466,4-Methylthiobutylthiohydroximate,1466,path:ath00966:120,path:ath00966:120,false,454,292,8,8,C17243,4-Methylthiobutylthiohydroximate,[C17243],[cpd:C17243],"#000000","#FFFFFF",,compound,circle,https://www.kegg.jp/dbget-bin/www_bget?C17243,
1463,S-(4-Methylthiobutylthiohydroximoyl)-L-cysteine,1463,path:ath00966:119,path:ath00966:119,false,400,292,8,8,C17242,S-(4-Methylthiobutylthiohydroximoyl)-L-cysteine,[C17242],[cpd:C17242],"#000000","#FFFFFF",,compound,circle,https://www.kegg.jp/dbget-bin/www_bget?C17242,
1460,4-Methylthiobutanaldoxime,1460,path:ath00966:118,path:ath00966:118,false,346,292,8,8,C17241,4-Methylthiobutanaldoxime,[C17241],[cpd:C17241],"#000000","#FFFFFF",,compound,circle,https://www.kegg.jp/dbget-bin/www_bget?C17241,
